line,name,notes,objectid,url,boro_cd_count,boro_cd_unique,boro_cd_min,boro_cd_max,boro_cd_range,boro_cd_sum,boro_cd_mean,boro_cd_median,boro_cd_stddev,boro_cd_minority,boro_cd_majority,boro_cd_q1,boro_cd_q3,boro_cd_iqr,shape_area_count,shape_area_unique,shape_area_min,shape_area_max,shape_area_range,shape_area_sum,shape_area_mean,shape_area_median,shape_area_stddev,shape_area_minority,shape_area_majority,shape_area_q1,shape_area_q3,shape_area_iqr,shape_leng_count,shape_leng_unique,shape_leng_min,shape_leng_max,shape_leng_range,shape_leng_sum,shape_leng_mean,shape_leng_median,shape_leng_stddev,shape_leng_minority,shape_leng_majority,shape_leng_q1,shape_leng_q3,shape_leng_iqr
J-Z,Gates Ave,"Z-rush hours AM westbound, PM eastbound, J-all other times","301.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","304.000000","304.000000","0.000000","304.000000","304.000000","304.000000","0.000000","304.000000","304.000000","304.000000","304.000000","0.000000","1","1","56663217.019100","56663217.019100","0.000000","56663217.019100","56663217.019100","56663217.019100","0.000000","56663217.019100","56663217.019100","56663217.019100","56663217.019100","0.000000","1","1","37008.100443","37008.100443","0.000000","37008.100443","37008.100443","37008.100443","0.000000","37008.100443","37008.100443","37008.100443","37008.100443","0.000000"
M,Central Ave,M-all times,"302.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","304.000000","304.000000","0.000000","304.000000","304.000000","304.000000","0.000000","304.000000","304.000000","304.000000","304.000000","0.000000","1","1","56663217.019100","56663217.019100","0.000000","56663217.019100","56663217.019100","56663217.019100","0.000000","56663217.019100","56663217.019100","56663217.019100","56663217.019100","0.000000","1","1","37008.100443","37008.100443","0.000000","37008.100443","37008.100443","37008.100443","0.000000","37008.100443","37008.100443","37008.100443","37008.100443","0.000000"
M,Knickerbocker Ave,M-all times,"303.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","304.000000","304.000000","0.000000","304.000000","304.000000","304.000000","0.000000","304.000000","304.000000","304.000000","304.000000","0.000000","1","1","56663217.019100","56663217.019100","0.000000","56663217.019100","56663217.019100","56663217.019100","0.000000","56663217.019100","56663217.019100","56663217.019100","56663217.019100","0.000000","1","1","37008.100443","37008.100443","0.000000","37008.100443","37008.100443","37008.100443","0.000000","37008.100443","37008.100443","37008.100443","37008.100443","0.000000"
L,Jefferson St,L-all times,"305.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","304.000000","304.000000","0.000000","304.000000","304.000000","304.000000","0.000000","304.000000","304.000000","304.000000","304.000000","0.000000","1","1","56663217.019100","56663217.019100","0.000000","56663217.019100","56663217.019100","56663217.019100","0.000000","56663217.019100","56663217.019100","56663217.019100","56663217.019100","0.000000","1","1","37008.100443","37008.100443","0.000000","37008.100443","37008.100443","37008.100443","0.000000","37008.100443","37008.100443","37008.100443","37008.100443","0.000000"
L,Morgan Ave,L-all times,"306.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","301.000000","301.000000","0.000000","301.000000","301.000000","301.000000","0.000000","301.000000","301.000000","301.000000","301.000000","0.000000","1","1","131741741.814000","131741741.814000","0.000000","131741741.814000","131741741.814000","131741741.814000","0.000000","131741741.814000","131741741.814000","131741741.814000","131741741.814000","0.000000","1","1","68957.739545","68957.739545","0.000000","68957.739545","68957.739545","68957.739545","0.000000","68957.739545","68957.739545","68957.739545","68957.739545","0.000000"
F,18th Ave,F-all times,"308.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","314.000000","0.000000","1","1","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","82175671.729600","0.000000","1","1","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","49291.791313","0.000000"
R,77th St,R-all times,"309.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","310.000000","0.000000","1","1","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","111328281.983000","0.000000","1","1","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","44788.154796","0.000000"
R,Bay Ridge Ave,R-all times,"310.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","310.000000","0.000000","1","1","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","111328281.983000","0.000000","1","1","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","44788.154796","0.000000"
D,50th St,D-all times,"311.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","312.000000","0.000000","1","1","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","99525500.065500","0.000000","1","1","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","52245.830484","0.000000"
N,Ft Hamilton Pkwy,N-all times,"312.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","310.000000","0.000000","1","1","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","111328281.983000","0.000000","1","1","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","44788.154796","0.000000"
D,25th Ave,D-all times,"313.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
D,Bay Pky,D-all times,"314.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
N,20th Ave,N-all times,"315.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
N,18th Ave,N-all times,"316.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
R,Bay Ridge - 95th St,R-all times,"317.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","310.000000","0.000000","1","1","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","111328281.983000","0.000000","1","1","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","44788.154796","0.000000"
R,86th St,R-all times,"318.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","0.000000","310.000000","310.000000","310.000000","310.000000","0.000000","1","1","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","0.000000","111328281.983000","111328281.983000","111328281.983000","111328281.983000","0.000000","1","1","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","0.000000","44788.154796","44788.154796","44788.154796","44788.154796","0.000000"
D,79th St,D-all times,"319.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
D,71st St,D-all times,"320.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
D,20th Ave,D-all times,"321.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
D,18th Ave,D-all times,"322.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
D,62nd St,D-all times,"323.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
N,New Utrecht Ave,N-all times,"324.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
F,Ave U,F-all times,"325.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","315.000000","0.000000","1","1","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","131643044.643000","0.000000","1","1","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","115288.541645","0.000000"
F,Kings Hwy,F-all times,"326.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","315.000000","0.000000","1","1","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","131643044.643000","0.000000","1","1","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","115288.541645","0.000000"
B-Q,Brighton Beach,"B-weekdays and evenings, Q-all times","327.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","313.000000","0.000000","1","1","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","88195686.274800","0.000000","1","1","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","65821.875577","0.000000"
B-Q,Sheepshead Bay,"B-weekdays and evenings, Q-all times","328.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","315.000000","0.000000","1","1","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","131643044.643000","0.000000","1","1","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","115288.541645","0.000000"
Q,Ave U,Q-all times,"329.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","315.000000","0.000000","1","1","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","131643044.643000","0.000000","1","1","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","115288.541645","0.000000"
B-Q,Kings Hwy,"B-weekdays and evenings, Q-all times","330.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","315.000000","0.000000","1","1","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","131643044.643000","0.000000","1","1","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","115288.541645","0.000000"
N,Ave U,N-all times,"331.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
N,Kings Hwy,N-all times,"332.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
F,Neptune Ave,F-all times,"333.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","313.000000","0.000000","1","1","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","88195686.274800","0.000000","1","1","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","65821.875577","0.000000"
F,Ave X,F-all times,"334.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","313.000000","0.000000","1","1","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","88195686.274800","0.000000","1","1","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","65821.875577","0.000000"
D,Bay 50th St,D-all times,"335.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","0.000000","313.000000","313.000000","313.000000","313.000000","0.000000","1","1","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","0.000000","88195686.274800","88195686.274800","88195686.274800","88195686.274800","0.000000","1","1","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","0.000000","65821.875577","65821.875577","65821.875577","65821.875577","0.000000"
N,Gravesend - 86th St,N-all times,"336.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","315.000000","0.000000","1","1","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","131643044.643000","0.000000","1","1","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","115288.541645","0.000000"
F,Ave P,F-all times,"337.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
F,Ave N,F-all times,"338.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","312.000000","0.000000","1","1","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","99525500.065500","0.000000","1","1","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","52245.830484","0.000000"
F,Bay Pky,F-all times,"339.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","312.000000","0.000000","1","1","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","99525500.065500","0.000000","1","1","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","52245.830484","0.000000"
Q,Ave M,Q-all times,"340.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","314.000000","0.000000","1","1","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","82175671.729600","0.000000","1","1","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","49291.791313","0.000000"
N,Bay Pky,N-all times,"341.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","0.000000","311.000000","311.000000","311.000000","311.000000","0.000000","1","1","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","0.000000","103177785.365000","103177785.365000","103177785.365000","103177785.365000","0.000000","1","1","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","0.000000","51549.557857","51549.557857","51549.557857","51549.557857","0.000000"
F,Ave I,F-all times,"342.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","0.000000","312.000000","312.000000","312.000000","312.000000","0.000000","1","1","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","0.000000","99525500.065500","99525500.065500","99525500.065500","99525500.065500","0.000000","1","1","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","0.000000","52245.830484","52245.830484","52245.830484","52245.830484","0.000000"
Q,Ave J,Q-all times,"343.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","314.000000","0.000000","1","1","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","82175671.729600","0.000000","1","1","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","49291.791313","0.000000"
Q,Ave H,Q-all times,"344.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","0.000000","314.000000","314.000000","314.000000","314.000000","0.000000","1","1","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","0.000000","82175671.729600","82175671.729600","82175671.729600","82175671.729600","0.000000","1","1","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","0.000000","49291.791313","49291.791313","49291.791313","49291.791313","0.000000"
Q,Neck Rd,Q-all times,"345.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","0.000000","315.000000","315.000000","315.000000","315.000000","0.000000","1","1","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","0.000000","131643044.643000","131643044.643000","131643044.643000","131643044.643000","0.000000","1","1","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","0.000000","115288.541645","115288.541645","115288.541645","115288.541645","0.000000"
G,Myrtle-Willoughby Aves,G-all times,"363.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","303.000000","303.000000","0.000000","303.000000","303.000000","303.000000","0.000000","303.000000","303.000000","303.000000","303.000000","0.000000","1","1","79461359.640400","79461359.640400","0.000000","79461359.640400","79461359.640400","79461359.640400","0.000000","79461359.640400","79461359.640400","79461359.640400","79461359.640400","0.000000","1","1","36213.696037","36213.696037","0.000000","36213.696037","36213.696037","36213.696037","0.000000","36213.696037","36213.696037","36213.696037","36213.696037","0.000000"
G,Flushing Ave,G-all times,"364.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","301.000000","301.000000","0.000000","301.000000","301.000000","301.000000","0.000000","301.000000","301.000000","301.000000","301.000000","0.000000","1","1","131741741.814000","131741741.814000","0.000000","131741741.814000","131741741.814000","131741741.814000","0.000000","131741741.814000","131741741.814000","131741741.814000","131741741.814000","0.000000","1","1","68957.739545","68957.739545","0.000000","68957.739545","68957.739545","68957.739545","0.000000","68957.739545","68957.739545","68957.739545","68957.739545","0.000000"
A-C-G,Hoyt - Schermerhorn Sts,"A,G-all times, C-all times exc nights","367.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
A-C-F,Jay St - MetroTech,"A,F-all times, C-all times exc nights","368.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","0.000000","302.000000","302.000000","302.000000","302.000000","0.000000","1","1","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","0.000000","79329421.101000","79329421.101000","79329421.101000","79329421.101000","0.000000","1","1","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","0.000000","74179.912504","74179.912504","74179.912504","74179.912504","0.000000"
J-M,Flushing Ave,"J-all times, skips weekdays AM westbound, PM eastbound, M-all times exc nights","372.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","303.000000","303.000000","0.000000","303.000000","303.000000","303.000000","0.000000","303.000000","303.000000","303.000000","303.000000","0.000000","1","1","79461359.640400","79461359.640400","0.000000","79461359.640400","79461359.640400","79461359.640400","0.000000","79461359.640400","79461359.640400","79461359.640400","79461359.640400","0.000000","1","1","36213.696037","36213.696037","0.000000","36213.696037","36213.696037","36213.696037","0.000000","36213.696037","36213.696037","36213.696037","36213.696037","0.000000"
J-M-Z,Myrtle Ave,"J,M-all times, Z-rush hours AM westbound, PM eastbound","373.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","303.000000","303.000000","0.000000","303.000000","303.000000","303.000000","0.000000","303.000000","303.000000","303.000000","303.000000","0.000000","1","1","79461359.640400","79461359.640400","0.000000","79461359.640400","79461359.640400","79461359.640400","0.000000","79461359.640400","79461359.640400","79461359.640400","79461359.640400","0.000000","1","1","36213.696037","36213.696037","0.000000","36213.696037","36213.696037","36213.696037","0.000000","36213.696037","36213.696037","36213.696037","36213.696037","0.000000"
F-G,4th Av - 9th St,"F,G-all times","374.0000000000000000000000000000000",http://web.mta.info/nyct/service/,"1","1","306.000000","306.000000","0.000000","306.000000","306.000000","306.000000","0.000000","306.000000","306.000000","306.000000","306.000000","0.000000","1","1","85497477.959200","85497477.959200","0.000000","85497477.959200","85497477.959200","85497477.959200","0.000000","85497477.959200","85497477.959200","85497477.959200","85497477.959200","0.000000","1","1","82130.540159","82130.540159","0.000000","82130.540159","82130.540159","82130.540159","0.000000","82130.540159","82130.540159","82130.540159","82130.540159","0.000000"
